ID,VWO EG1,VWO EG2,VWO EG3,VWO EG4,VWO EG5,VWO EG6,Doorlopend?,HAVO EG1,HAVO EG2,HAVO EG3,HAVO EG4,HAVO EG5,Doorlopend?,,MAVO EG1,MAVO EG2,MAVO EG3,MAVO EG4,Doorlopend?
2961753,,6.809230769,6.68,5.911111111,5.18,,FALSE,,,,,6.681818182,FALSE,,,,,,FALSE
2961876,,,,,,,FALSE,,,7.132,6.318181818,6.427272727,FALSE,,,7.551818182,,,FALSE
2961999,,7.3675,6.82,6.7,6.63,6.6,FALSE,,,,,,FALSE,,,,,,FALSE
2962122,,,,,,,FALSE,,4.689090909,6.878,6.71,6.554545455,FALSE,,,,,,FALSE
2962245,,6.836666667,6.579375,6.166666667,6.254545455,6.158333333,FALSE,,,,,,FALSE,,,,,,FALSE
2962368,,,,,,,FALSE,,7.642727273,7.029333333,6.758333333,6.825,FALSE,,,,,,FALSE
2962491,,,,,,,FALSE,,,,,,FALSE,,,6.889090909,6.833333333,6.672727273,FALSE
2962614,,6.772727273,6.596,6.266666667,6.309090909,6.675,FALSE,,,,,,FALSE,,,,,,FALSE
2962737,,7.23,6.862666667,6.155555556,6.009090909,6.375,FALSE,,,,,,FALSE,,,,,,FALSE
2962860,,,,,,,FALSE,,,,,,FALSE,,,6.547272727,5.958333333,6.09,FALSE
2962983,,,,,,,FALSE,,,,,,FALSE,,,6.602727273,6.941666667,7.033333333,FALSE
2963106,,,,,,,FALSE,,6.300909091,6.321333333,5.518181818,6.154545455,FALSE,,,,,,FALSE
2963229,,,,,,,FALSE,,6.138181818,5.742666667,6.218181818,6.166666667,FALSE,,,,,,FALSE
2963352,,,,,,,FALSE,,,,,,FALSE,,,6.820909091,6.641666667,6.627272727,FALSE
2963475,,,,,,,FALSE,,6.14,6.134666667,5.281818182,,FALSE,,,,,,FALSE
2963598,,,,,,,FALSE,,6.961818182,6.677333333,6.683333333,6.725,FALSE,,,,,,FALSE
2963721,,6.190909091,,,,,FALSE,,,5.973333333,,,FALSE,,,,,,FALSE
2963967,,5.841818182,,,,,FALSE,,,6.228571429,5.4,6.781818182,FALSE,,,,,,FALSE
2964090,,,,,,,FALSE,,,,,,FALSE,,,6.193636364,6.023076923,6.154545455,FALSE
2964213,,7.599090909,8.019333333,7.933333333,7.981818182,7.958333333,FALSE,,,,,,FALSE,,,,,,FALSE
2964336,,,,,,,FALSE,,6.219090909,6.374666667,,,FALSE,,,,,,FALSE
2964582,,,,,,,FALSE,,,,,,FALSE,,5.673636364,6.036,,,FALSE
2964828,,,,,,,FALSE,,,,,,FALSE,,,,,7.227272727,FALSE
2964951,,6.777272727,6.81,6.288888889,6.463636364,6.625,FALSE,,,,,,FALSE,,,,,,FALSE
2965074,,,,,,,FALSE,,6.707272727,6.226666667,,,FALSE,,,,,,FALSE
2965197,,,,,,,FALSE,,,,,,FALSE,,,6.338181818,6.508333333,6.781818182,FALSE
2965320,,,,,,,FALSE,,7.223636364,6.82,6.663636364,6.590909091,FALSE,,,,,,FALSE
2965443,,,,,,,FALSE,,7.162727273,6.837333333,4.81,,FALSE,,,,,,FALSE
2965566,,,,,,,FALSE,,,,,,FALSE,,,6.694545455,5.791666667,5.672727273,FALSE
2965689,,,,,,,FALSE,,6.058181818,6.174,5.963636364,6.136363636,FALSE,,,,,,FALSE
2965812,,7.562727273,7.218666667,6.67,6.541666667,6.684615385,FALSE,,,,,,FALSE,,,,,,FALSE
2965935,,,,,,,FALSE,,,,,,FALSE,,,6.55,6.608333333,6.84,FALSE
2966058,,,,,,,FALSE,,7.34,6.776666667,6.463636364,6.445454545,FALSE,,,,,,FALSE
2966181,,,,,,,FALSE,,,,,,FALSE,,,5.977,5.95,6.181818182,FALSE
2966304,,,,,,,FALSE,,,,5.51,,FALSE,,,6.57,6.308333333,6.172727273,FALSE
2966796,,,,,,,FALSE,,,,,,FALSE,,,6.045,6.525,6.663636364,FALSE
2966919,,,,,,,FALSE,,6.180909091,6.514666667,5.518181818,6.7,FALSE,,,,,,FALSE
2970363,,,,,,,FALSE,,,,5.781818182,,FALSE,,,6.878,6.246153846,6.481818182,FALSE
2970486,,,,,,,FALSE,,,,,,FALSE,,,6.436,5.830769231,5.909090909,FALSE
2970609,,,,,,,FALSE,,,,,,FALSE,,,7.468,,,FALSE
2970732,,,,,,,FALSE,,,,,,FALSE,,,6.497,5.891666667,5.69,FALSE
2970978,,,,,,,FALSE,,,,,,FALSE,,,6.09,5.707692308,6.027272727,FALSE
2971593,,,,,,,FALSE,,5.754545455,,,,FALSE,,,,5.933333333,5.94,FALSE
2971716,,6.987272727,6.685333333,6.877777778,6.827272727,6.866666667,FALSE,,,,,,FALSE,,,,,,FALSE
2971839,,9.002307692,8.952941176,8.96,8.88,8.7,FALSE,,,,,,FALSE,,,,,,FALSE
2971962,,8.874615385,8.932941176,9.027272727,8.9,9.2,FALSE,,,,,,FALSE,,,,,,FALSE
2972208,,,,,,,FALSE,,,,,,FALSE,,,6.33,6.433333333,6.045454545,FALSE
2972331,,,,,,,FALSE,,,,,,FALSE,,,4.995,,,FALSE
2972454,,,,,,,FALSE,,,,,,FALSE,,,5.761,6.416666667,6.3,FALSE
2972577,,,,,,,FALSE,,,,6.54,6.290909091,FALSE,,,6.978181818,6.776923077,6.741666667,FALSE
2972700,,,,,,,FALSE,,6.219090909,6.312666667,6.458333333,6.308333333,FALSE,,,,,,FALSE
2972823,,,,,,,FALSE,,6.185454545,6.226666667,6.183333333,5.991666667,FALSE,,,,,,FALSE
2972946,,,,,,,FALSE,,6.014545455,6.132666667,,,FALSE,,,,,,FALSE
2973069,,,,,,,FALSE,,,,,,FALSE,,,7.06,6.776923077,6.763636364,FALSE
2973192,,,,,,,FALSE,,,,6.12,6.181818182,FALSE,,,,,,FALSE
2973315,,7.079230769,7.000588235,6.422222222,6.709090909,6.466666667,FALSE,,,,,,FALSE,,,,,,FALSE
2973561,,,,,,,FALSE,,,,,,FALSE,,,7.024,6.2,6.563636364,FALSE
2973684,,,,,,,FALSE,,,,,,FALSE,,,5.952,5.85,5.754545455,FALSE
2973807,,,,,,,FALSE,,6.753636364,6.432,5.2,,FALSE,,,,,,FALSE
2973930,,,,,,,FALSE,,,,6.76,6.709090909,FALSE,,,6.794545455,6.85,7.145454545,FALSE
2974053,,,,,,,FALSE,,6.645454545,6.204666667,6.063636364,,FALSE,,,,,,FALSE
2974176,,,,,,,FALSE,,6.468181818,6.484,6.445454545,6.172727273,FALSE,,,,,,FALSE
2974299,,,,,,,FALSE,,5.85,,,,FALSE,,,,6.527272727,6.7,FALSE
2974422,,,,,,,FALSE,,6.233636364,6.692,6.754545455,6.772727273,FALSE,,,,,,FALSE
2974668,,,,,,,FALSE,,,,,,FALSE,,,5.742,5.7,5.728571429,FALSE
2974914,,6.897272727,6.654,6.244444444,6.172727273,6.316666667,FALSE,,,,,,FALSE,,,,,,FALSE
2975037,,,,,,,FALSE,,7.479090909,6.957333333,6.533333333,6.281818182,FALSE,,,,,,FALSE
2975160,,7.643636364,7.558666667,7.133333333,7.181818182,7.175,FALSE,,,,,,FALSE,,,,,,FALSE
2975283,,,,,,,FALSE,,,,,,FALSE,,,6.993,6.284615385,6.216666667,FALSE
2976513,,,,,,,FALSE,,,,,,FALSE,,,5.114,5.725,5.772727273,FALSE
2985246,,,,,,,FALSE,,,,,,FALSE,,,,6.263636364,6.34,FALSE
2985369,,,,,,,FALSE,,,,,,FALSE,,,,6.281818182,6.08,FALSE
2985492,,,,,,,FALSE,,,,,,FALSE,,,,6.308333333,6.081818182,FALSE
2985615,,,,,,,FALSE,,,,,,FALSE,,,,,6.8,FALSE
2985738,,,,,,,FALSE,,,,,,FALSE,,,,,7.32,FALSE
2985861,,,,,,,FALSE,,,,,,FALSE,,,,,6.77,FALSE
2985984,,,,,,,FALSE,,,,5.74,5.772727273,FALSE,,,,,,FALSE
2986107,,,,6.48,6.875,6.884615385,FALSE,,,,,,FALSE,,,,,,FALSE
2986599,,,,,,,FALSE,,,,5.609090909,,FALSE,,,,,,FALSE
2986722,,,,,,,FALSE,,,,,6.41,FALSE,,,,,,FALSE
2986845,,,,,,,FALSE,,,,,6.81,FALSE,,,,,,FALSE
2986968,,,,,,,FALSE,,,,,6.12,FALSE,,,,,,FALSE
2987337,,,,,,,FALSE,,,,,6.022222222,FALSE,,,,,,FALSE
2987460,,,,,,,FALSE,,,,,6.045454545,FALSE,,,,,,FALSE
2988813,,,,,,,FALSE,,,,6.2625,5.95,FALSE,,,,,,FALSE
2991150,,,,,,,FALSE,,,6.450666667,6.472727273,6.654545455,FALSE,,,,,,FALSE
2991765,,,,,,,FALSE,,,6.876666667,6.218181818,6.145454545,FALSE,,,,,,FALSE
2992257,,,,,,,FALSE,,,,5.681818182,6.127272727,FALSE,,,6.909090909,6.546153846,6.616666667,FALSE
2993733,,,,,,,FALSE,,,,,,FALSE,,6.854545455,6.945,7.216666667,7.209090909,TRUE
2994963,,,,,,,FALSE,,,,,,FALSE,,6.381818182,6.262142857,6.183333333,5.990909091,TRUE
2995086,,,,,,,FALSE,,,,,,FALSE,,6.863636364,7.016428571,7.507692308,7.445454545,TRUE
2995209,,,,,,,FALSE,,,,,,FALSE,,6.490909091,,,,FALSE
2995332,,,,,,,FALSE,,7.559285714,6.807333333,6.32,6.363636364,FALSE,,7.745454545,,,,FALSE
2995947,,,,,,,FALSE,,,,7.009090909,6.73,FALSE,,7.669090909,7.753571429,7.7,7.645454545,TRUE
2996070,,,,,,,FALSE,,,,,,FALSE,,6.227272727,6.203571429,6.6,6.490909091,TRUE
2996193,7.683333333,7.092,7.012352941,6.922222222,7.236363636,6.94,TRUE,7.683333333,,,,,FALSE,,,,,,FALSE
2996316,,,,,,,FALSE,,,,,,FALSE,,6.597272727,6.552307692,,,FALSE
3006279,,,,,,,FALSE,,,,,,FALSE,,7.272727273,7.272142857,7.091666667,7.090909091,TRUE
3006402,,,,,,,FALSE,,,,,,FALSE,,7.141818182,,,,FALSE
3006525,,,,,,,FALSE,,,,,,FALSE,,5.66,6.373636364,5.736363636,5.918181818,TRUE
3006648,,,,,,,FALSE,,,,,,FALSE,,6.490909091,6.663571429,6.266666667,5.96,TRUE
3006771,,,,,,,FALSE,,,,,,FALSE,,6.418181818,6.702857143,6.791666667,6.936363636,TRUE
3006894,7.575,7.675333333,7.393529412,7.3,7.463636364,7.11,TRUE,7.575,,,,,FALSE,,,,,,FALSE
3007017,,,,,,,FALSE,,,,,,FALSE,,7.127272727,7.192857143,6.546153846,6.390909091,TRUE
3007140,,,,,,,FALSE,,,,,,FALSE,,6.981818182,6.780714286,6.541666667,6.736363636,TRUE
3007263,6.881818182,,,,,,FALSE,6.881818182,6.868461538,6.738666667,6.927272727,6.990909091,TRUE,,,,,,FALSE
3007386,6.018181818,,,,,,FALSE,6.018181818,5.815384615,6.588666667,5.86,5.89,TRUE,,,,,,FALSE
3007509,,,,,,,FALSE,,,,6.62,6.21,FALSE,,,,,,FALSE
3007632,,,,,,,FALSE,,,,,,FALSE,,6.509090909,6.197142857,6.258333333,6.263636364,TRUE
3008247,,,,,,,FALSE,,,,,,FALSE,,6.571818182,6.555,6.3,6.254545455,TRUE
3008370,6.936363636,,6.064,,,,FALSE,6.936363636,6.966923077,,6.5,6.372727273,FALSE,,,,,,FALSE
3008616,7.009090909,,,,,,FALSE,7.009090909,6.273846154,6.3,5.86,6.15,TRUE,,,,,,FALSE
3011814,7.036363636,,,,,,FALSE,7.036363636,6.359230769,5.882666667,5.6,,FALSE,,,,,,FALSE
3011937,,,,,,,FALSE,,,,,,FALSE,,6.336363636,6.310714286,6.483333333,6.418181818,TRUE
3012060,,,,,,,FALSE,,8.052857143,8.04,7.4,7.258333333,FALSE,,8.063636364,,,,FALSE
3012183,,,,,,,FALSE,,,,,,FALSE,,7.040909091,6.73,6.383333333,6.545454545,TRUE
3012306,,,,,,,FALSE,,,,,,FALSE,,6.554545455,6.68,6.446153846,6.26,TRUE
3012429,,,,,,,FALSE,,7.945,6.574666667,6.42,6.327272727,FALSE,,7.936363636,,,,FALSE
3012552,,,,,,,FALSE,,,,,,FALSE,,6.624545455,,,,FALSE
3012675,,,,,,,FALSE,,7.390714286,6.808,6.99,6.863636364,FALSE,,7.845454545,,,,FALSE
3012798,,,,,,,FALSE,,,,,,FALSE,,6.490909091,6.686428571,6.561538462,6.745454545,TRUE
3012921,5.890909091,,,,,,FALSE,5.890909091,5.953846154,5.986,6.11,6.290909091,TRUE,,,,,,FALSE
3013044,8.05,7.662666667,7.864117647,7.736363636,7.9,7.781818182,TRUE,8.05,,,,,FALSE,,,,,,FALSE
3013167,6.036363636,,,,,,FALSE,6.036363636,5.702307692,5.683333333,,,FALSE,,,,7.525,6.99,FALSE
3013290,,5.885454545,,,,,FALSE,,,6.101333333,6.127272727,6.154545455,FALSE,,,,,,FALSE
3013536,,,,,,,FALSE,,,,,,FALSE,,6.9,6.637142857,7.341666667,7.345454545,TRUE
3013905,7.041666667,,,,,,FALSE,7.041666667,6.482307692,6.198,5.13,5.74,TRUE,,,,,,FALSE
3019563,,,,,,,FALSE,,7.329285714,6.531333333,6.21,6.109090909,FALSE,,8.154545455,,,,FALSE
3019686,6.954545455,,,,,,FALSE,6.954545455,7.271538462,6.990666667,6.045454545,5.972727273,TRUE,,,,,,FALSE
3019809,7.675,7.127333333,6.448666667,6.166666667,6.181818182,5.927272727,TRUE,7.675,,,,,FALSE,,,,,,FALSE
3019932,6.327272727,,,,,,FALSE,6.327272727,6.149230769,6.010666667,6.2,6.072727273,TRUE,,,,,,FALSE
3020055,7.372727273,,6.984666667,7.111111111,6.583333333,6.690909091,FALSE,7.372727273,7.629230769,,,,FALSE,,,,,,FALSE
3020178,,,,,,,FALSE,,,,,,FALSE,,6.396363636,7.661428571,7.416666667,7.163636364,TRUE
3020301,8.325,8.168,8.170588235,7.822222222,7.663636364,7.64,TRUE,8.325,,,,,FALSE,,,,,,FALSE
3020424,,,,,,,FALSE,,,,,,FALSE,,6.508181818,6.196153846,6.083333333,5.954545455,TRUE
3020547,7.241666667,7.14,7.542,7.072727273,6.935714286,7.030769231,TRUE,7.241666667,,,,,FALSE,,,,,,FALSE
3020670,5.936363636,,,,,,FALSE,5.936363636,5.731538462,,,,FALSE,,,,5.95,6.145454545,FALSE
3020793,7.641666667,6.648,5.965294118,5.288888889,,,FALSE,7.641666667,,,,,FALSE,,,,,,FALSE
3021039,,,6.785333333,6.433333333,6.4,6.336363636,FALSE,,,,,,FALSE,,,,,,FALSE
3021162,,,,,,,FALSE,,,,,,FALSE,,5.914545455,6.202857143,5.45,,FALSE
3021285,,,,,,,FALSE,,,,,,FALSE,,6.090909091,6.646428571,6.633333333,6.618181818,TRUE
3021408,7.2,,,,,,FALSE,7.2,6.954615385,7.323333333,7.25,6.863636364,TRUE,,,,,,FALSE
3021531,,,,,,,FALSE,,,,,,FALSE,,4.920909091,,,,FALSE
3021654,,,,,,,FALSE,,7.378571429,6.683333333,6.24,6.272727273,FALSE,,7.754545455,,,,FALSE
3021777,,,,,,,FALSE,,,,,,FALSE,,,,6.418181818,6.3,FALSE
3021900,6.554545455,,,,,,FALSE,6.554545455,6.58,6.227333333,6.12,7.072727273,TRUE,,,,,,FALSE
3022023,7.425,6.757142857,6.7875,6.69,6.65,6.490909091,TRUE,7.425,,,,,FALSE,,,,,,FALSE
3024360,7.145454545,,,,,,FALSE,7.145454545,6.898461538,6.897333333,6.836363636,6.766666667,TRUE,,,,,,FALSE
3024483,,,,,,,FALSE,,,,,,FALSE,,7.425454545,7.698571429,,,FALSE
3024606,6.072727273,,,,,,FALSE,6.072727273,5.992307692,5.769333333,5.8,6.38,TRUE,,,,,,FALSE
3024729,,,,,,,FALSE,,,,,,FALSE,,5.763636364,5.227857143,,,FALSE
3024852,,,,,,,FALSE,,,,,,FALSE,,6.154545455,6.179285714,6.1,6.345454545,TRUE
3024975,6.436363636,,,,,,FALSE,6.436363636,6.221538462,6.152666667,5.79,6.82,TRUE,,,,,,FALSE
3025098,7.072727273,,,,,,FALSE,7.072727273,6.919230769,7.01,6.672727273,,FALSE,,,,,,FALSE
3025221,,,,,,,FALSE,,,,,,FALSE,,7.145454545,7.020714286,6.991666667,6.909090909,TRUE
3025344,7.583333333,7.288,7.105882353,7.08,6.966666667,6.990909091,TRUE,7.583333333,,,,,FALSE,,,,,,FALSE
3025467,,,,,,,FALSE,,,6.881333333,6.6,6.291666667,FALSE,,7.281818182,7.504285714,,,FALSE
3025590,7.983333333,7.279230769,6.650666667,6.3,,,FALSE,7.983333333,,,6.711111111,7.2,FALSE,,,,,,FALSE
3025713,,,,,,,FALSE,,,,,,FALSE,,6.260909091,6.294285714,5.55,6.07,TRUE
3025959,,,,,,,FALSE,,,,,,FALSE,,6.342727273,6.178461538,5.925,5.92,TRUE
3026082,,,,,,,FALSE,,,,6.33,5.13,FALSE,,7.193636364,7.399285714,7.192307692,6.933333333,TRUE
3026328,,,,,,,FALSE,,,,,,FALSE,,6.936363636,7.441428571,7.4,7.2,TRUE
3028296,,,,,,,FALSE,,,,6.6,6.327272727,FALSE,,,,7.027272727,7.018181818,FALSE
3031494,,,,,,,FALSE,,,,,,FALSE,,6.746363636,6.543571429,5.833333333,5.963636364,TRUE
3033585,,,,,,,FALSE,,,,,,FALSE,,,,,6.809090909,FALSE
3040350,,,,,,,FALSE,,,,,,FALSE,,,,6.425,6.6,FALSE
3040473,,,,,,,FALSE,,,,6.27,6.05,FALSE,,,,,,FALSE
3044778,,,,,,,FALSE,,,,,,FALSE,,,,,6.51,FALSE
3044901,,,,,,,FALSE,,,,6.909090909,6.772727273,FALSE,,,,7.927272727,7.791666667,FALSE
3045147,,,,,,,FALSE,,,,,,FALSE,,,5.951,6.083333333,5.818181818,FALSE
3048468,,,,,,,FALSE,,,,,,FALSE,,,,6.025,6.11,FALSE
3050313,,,,,6.32,6.309090909,FALSE,,,,7.02,6.94,FALSE,,,,,,FALSE
3050436,,,,,,,FALSE,,,,6.111111111,5.95,FALSE,,,,,,FALSE
3050559,,,,,,,FALSE,,,,6,5.96,FALSE,,,5.611818182,6.6,6.541666667,FALSE
3050682,,,,,,,FALSE,,,,,,FALSE,,,6.428181818,6.275,6.609090909,FALSE
3050805,,,,5.822222222,5,,FALSE,,,7.178666667,,,FALSE,,,,,,FALSE
3050928,,,,,,,FALSE,,,6.637333333,6.490909091,6.709090909,FALSE,,,,,,FALSE
3051174,,,,,,,FALSE,,,,5.32,5.572727273,FALSE,,,,,,FALSE
3052896,,,,,,,FALSE,,,,4.918181818,5.854545455,FALSE,,,,,6.79,FALSE
3053019,,,,,,,FALSE,,,,,,FALSE,,5.571818182,4.863846154,,,FALSE
3053757,,,,,,,FALSE,,,,4.577777778,,FALSE,,,,,,FALSE
3053880,7.161538462,,,,,,FALSE,7.161538462,7.380714286,7.028,6.308333333,6.472727273,TRUE,,,,,,FALSE
3054003,7.053846154,,,,,,FALSE,7.053846154,6.78,6.621333333,6.290909091,6.15,TRUE,,,,,,FALSE
3057570,5.969230769,,,,,,FALSE,5.969230769,,,,,FALSE,,,6.382142857,6.1,6.163636364,FALSE
3059169,7.184615385,7.187142857,7.006,7.15,6.909090909,6.75,TRUE,7.184615385,,,,,FALSE,,,,,,FALSE
3059292,7.630769231,7.290714286,6.621333333,,,,FALSE,7.630769231,,,6.727272727,7.02,FALSE,,,,,,FALSE
3059415,,,,,,,FALSE,,,,7.27,7.11,FALSE,,7.093076923,7.249285714,7.272727273,7.636363636,TRUE
3059784,,,,,,,FALSE,,,,,,FALSE,,6.029230769,,,,FALSE
3060153,,,,,,,FALSE,,,,,,FALSE,,5.905,6.111666667,5.033333333,,FALSE
3063105,7.053846154,,,,,,FALSE,7.053846154,7.503571429,6.67,6.109090909,6.36,TRUE,,,,,,FALSE
3065319,6.776923077,,,,,,FALSE,6.776923077,6.240714286,,,,FALSE,,,,6.5,6.54,FALSE
3065442,6.615384615,,,,,,FALSE,6.615384615,6.479285714,6.092666667,6.218181818,6.26,TRUE,,,,,,FALSE
3076758,,,,,,,FALSE,,,,,,FALSE,,6.493846154,6.349285714,6.181818182,6.418181818,TRUE
3076881,,,,,,,FALSE,,,,,,FALSE,,6.581538462,6.594285714,7.158333333,7.236363636,TRUE
3077004,7.535714286,7.535625,6.882941176,6.344444444,6.2,6.09,TRUE,7.535714286,,,,,FALSE,,,,,,FALSE
3077127,6.376923077,,,,,,FALSE,6.376923077,6.586428571,5.674666667,5.92,5.68,TRUE,,,,,,FALSE
3077250,6.607692308,6.567857143,6.036666667,,,,FALSE,6.607692308,,,6.575,6.3,FALSE,,,,,,FALSE
3077373,7.542857143,7.085625,6.001176471,,,,FALSE,7.542857143,,,7.018181818,6.91,FALSE,,,,,,FALSE
3086106,,,,,,,FALSE,,,,,,FALSE,,6.393333333,6.736923077,7,6.790909091,TRUE
3086229,7.535714286,7.358125,6.628823529,6.155555556,6.56,6.6,TRUE,7.535714286,,,,,FALSE,,,,,,FALSE
3086352,7.164285714,6.920625,6.879411765,6.233333333,6.3,6.2,TRUE,7.164285714,,,,,FALSE,,,,,,FALSE
3086475,,,,,,,FALSE,,,,,,FALSE,,6.550769231,6.425,6.3,6.545454545,TRUE
3086598,6.307692308,,,,,,FALSE,6.307692308,6.674285714,6.027333333,6.090909091,6.25,TRUE,,,,,,FALSE
3086721,7.6,7.26,6.804117647,6.72,6.872727273,6.954545455,TRUE,7.6,,,,,FALSE,,,,,,FALSE
3086844,,,,,,,FALSE,,,,,,FALSE,,6.593846154,6.351428571,5.809090909,6.68,TRUE
3086967,,,,,,,FALSE,,,,,,FALSE,,5.971538462,,,,FALSE
3087090,8.2,8.14375,7.95,7.5,7.58,7.4,TRUE,8.2,,,,,FALSE,,,,,,FALSE
3087213,7.95,7.37875,6.987647059,,,,FALSE,7.95,,,,,FALSE,,,,,,FALSE
3087336,7.015384615,6.881428571,6.375333333,,,,FALSE,7.015384615,,,,,FALSE,,,,,,FALSE
3087459,,,,,,,FALSE,,,,,,FALSE,,6.339230769,,,,FALSE
3087582,7.4,,,,,,FALSE,7.4,7.747857143,7.272,6.416666667,6.545454545,TRUE,,,,,,FALSE
3087705,,,,,,,FALSE,,,,5.79,,FALSE,,6.871538462,6.479285714,6.790909091,6.627272727,TRUE
3087828,8.071428571,8.105,8.209411765,7.777777778,7.47,7.29,TRUE,8.071428571,,,,,FALSE,,,,,,FALSE
3087951,7.115384615,6.512857143,6.651333333,6.39,6.090909091,,FALSE,7.115384615,,,,,FALSE,,,,,,FALSE
3088074,7.407692308,,,,,,FALSE,7.407692308,7.330714286,6.766,6.763636364,6.54,TRUE,,,,,,FALSE
3088197,6.846153846,,,,,,FALSE,6.846153846,7.127142857,6.322,6.054545455,5.8,TRUE,,,,,,FALSE
3088320,6.192307692,,,,,,FALSE,6.192307692,6.465,6.095714286,,,FALSE,,,,,,FALSE
3088443,6.9,,,,,,FALSE,6.9,6.706428571,,,,FALSE,,,,,,FALSE
3088566,8.035714286,7.463125,7.045882353,6.555555556,6.71,6.62,TRUE,8.035714286,,,,,FALSE,,,,,,FALSE
3088689,,,,,,,FALSE,,,,,,FALSE,,6.730769231,6.695,6.518181818,6.836363636,TRUE
3088812,6.615384615,,,,,,FALSE,6.615384615,6.386428571,4.946,,,FALSE,,,,6.9,6.88,FALSE
3089058,7.130769231,6.09,5.825333333,,,,FALSE,7.130769231,,,5.818181818,6.52,FALSE,,,,,,FALSE
3089181,,,,,,,FALSE,,,,5.9,5.12,FALSE,,6.673076923,6.282857143,6.108333333,6.718181818,TRUE
3089304,,,,,,,FALSE,,,,,,FALSE,,5.699166667,5.531666667,,,FALSE
3089427,6.238461538,,,,,,FALSE,6.238461538,6.283571429,6.086666667,5.736363636,6.54,TRUE,,,,,,FALSE
3089550,,,,,,,FALSE,,,,,,FALSE,,6.654166667,6.891538462,6.627272727,6.709090909,TRUE
3089673,,,,,,,FALSE,,,,,,FALSE,,6.395384615,6.07,5.981818182,6.181818182,TRUE
3089796,,,,,,,FALSE,,,,6.836363636,6.827272727,FALSE,,7.086153846,7.547857143,7.108333333,7.236363636,TRUE
3089919,,,,,,,FALSE,,,,,,FALSE,,6.465384615,6.474285714,5.963636364,6.588888889,TRUE
3090042,7.823076923,,,,,,FALSE,7.823076923,7.297857143,6.469333333,6.190909091,6.15,TRUE,,,,,,FALSE
3090165,7.284615385,7.390714286,7.170666667,6.966666667,7.4,7.390909091,TRUE,7.284615385,,,,,FALSE,,,,,,FALSE
3090411,6.976923077,,,,,,FALSE,6.976923077,6.455714286,5.011333333,,,FALSE,,,,,,FALSE
3090534,7.576923077,7.119285714,6.348,,,,FALSE,7.576923077,,,6.475,6.554545455,FALSE,,,,,,FALSE
3090657,7.653846154,6.538571429,6.524,6.1,6.16,6.254545455,TRUE,7.653846154,,,,,FALSE,,,,,,FALSE
3090780,,,,,,,FALSE,,,,,,FALSE,,6.633846154,6.298571429,5.872727273,5.972727273,TRUE
3090903,,,,,,,FALSE,,,,6.65,6.4,FALSE,,7.345,7.336923077,7.366666667,7.518181818,TRUE
3091026,7.384615385,,,,,,FALSE,7.384615385,7.004285714,6.522,6.272727273,6.03,TRUE,,,,,,FALSE
3093363,7.264285714,7.3675,6.932941176,6.7,6.863636364,6.772727273,TRUE,7.264285714,,,,,FALSE,,,,,,FALSE
3096192,7.323076923,7.332857143,7.498666667,7.05,6.854545455,6.563636364,TRUE,7.323076923,,,,,FALSE,,,,,,FALSE
3098529,,,,,,,FALSE,,,,5.97,5.88,FALSE,,6.286153846,6.745,6.727272727,6.981818182,TRUE
3099144,7.4,,,,,,FALSE,7.4,7.084285714,6.634666667,6.272727273,6.33,TRUE,,,,,,FALSE
3099390,,,,,,,FALSE,,,,,,FALSE,,5.520769231,,,,FALSE
3099513,6.330769231,,,,,,FALSE,6.330769231,6.273571429,6.164666667,5.190909091,,FALSE,,,,,,FALSE
3100128,,,,,,,FALSE,,,,,,FALSE,,6.056666667,6.215384615,5.245454545,,FALSE
3100251,,,,,,,FALSE,,,,,,FALSE,,6.823076923,6.880714286,6.527272727,6.366666667,TRUE
3101112,7.438461538,7.344285714,7.236666667,6.49,6.454545455,6.445454545,TRUE,7.438461538,,,,,FALSE,,,,,,FALSE
3101235,7.269230769,,,,,,FALSE,7.269230769,7.610714286,7.117333333,6.363636364,6.3,TRUE,,,,,,FALSE
3101358,6.092307692,,,,,,FALSE,6.092307692,4.887857143,,,,FALSE,,,,,,FALSE
3102465,,,,,,,FALSE,,,,,,FALSE,,,,6,5.627272727,FALSE
3103572,,,,,,,FALSE,,,,6.163636364,,FALSE,,,,6.608333333,6.809090909,FALSE
3103695,,,,,6.816666667,6.707692308,FALSE,,,,,,FALSE,,,,,,FALSE
3103818,,,6.168666667,4.888888889,,,FALSE,,,,6.26,6.163636364,FALSE,,,,,,FALSE
3103941,,,,,,,FALSE,,,,6.990909091,6.9,FALSE,,,,,,FALSE
3104064,,,,,8.01,7.69,FALSE,,6.3575,6.698666667,7.38,7.572727273,FALSE,,,,,,FALSE
3104187,,,,,,,FALSE,,,,6.172727273,6.236363636,FALSE,,,,,,FALSE
3104310,,,,,,,FALSE,,,,5.133333333,5.627272727,FALSE,,,,,,FALSE
3105294,6.669230769,,,,,,FALSE,6.669230769,7.043571429,,,,FALSE,,,,,,FALSE
3105417,,,,,,,FALSE,,,,4.44,5.227272727,FALSE,,,,,,FALSE
3105540,,,,,,,FALSE,,,,,,FALSE,,,,6.345454545,6.236363636,FALSE
3105909,,,,,,,FALSE,,,,5.871428571,,FALSE,,,,,,FALSE
3106032,,,,,,,FALSE,,,,4.52,,FALSE,,,,,,FALSE
3106155,,,,,,,FALSE,,,,,,FALSE,,,,,6.82,FALSE
